SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explain The Work ,Cleaned Properly,Concern,Overall Evaluation
10,10,10,10,10,10,10,No,10
9,9,9,9,10,9,10,No,9
10,10,10,5,8,10,8,No,7
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,4,4,4,4,10,Yes,8
10,10,10,10,10,10,10,No,10
9,9,9,10,7,9,10,No,9
10,10,10,10,10,10,10,No,10
6,6,0,0,6,0,7,Yes,0
3,3,10,8,2,2,8,Yes,6
8,8,4,5,5,5,5,Yes,5
4,4,10,4,6,8,4,Yes,5
6,6,6,8,0,8,5,Yes,10
8,8,5,5,5,7,5,Yes,6
8,8,8,4,5,8,4,Yes,6
7,7,7,5,7,8,3,Yes,7
5,5,8,8,4,8,8,Yes,6
9,9,7,0,4,9,10,Yes,5
7,7,1,0,10,9,10,Yes,9
7,7,7,7,7,7,7,Yes,7
10,10,10,0,8,9,0,Yes,9
7,7,7,7,7,7,7,No,7
8,8,7,10,10,9,0,Yes,5
5,5,5,10,10,5,10,Yes,8
8,8,8,8,8,8,5,Yes,6
7,7,8,7,8,7,8,No,8
8,8,8,5,7,8,8,Yes,8
8,8,8,6,5,7,9,Yes,9
6,6,9,8,5,8,9,Yes,9
8,8,6,8,8,8,6,Yes,8
8,8,10,7,10,10,0,Yes,8
10,10,10,0,6,10,10,Yes,6
8,8,6,8,8,8,8,Yes,8
10,10,7,6,6,8,7,Yes,8
10,10,10,5,10,5,5,Yes,7
8,8,8,8,8,8,8,Yes,7
8,8,8,8,8,8,8,No,8
8,8,7,9,8,8,8,No,8
8,8,8,8,8,8,8,No,8
10,10,6,2,10,8,10,Yes,8
8,8,8,8,8,8,8,No,8
8,8,8,9,9,8,8,No,7
10,10,8,10,6,6,10,Yes,5
8,8,8,8,9,8,8,No,8
8,8,6,9,9,9,9,Yes,8
10,8,8,8,8,8,8,No,8
6,6,7,9,10,10,10,Yes,8
8,8,8,10,9,7,8,No,9
8,8,9,8,9,9,8,Yes,8
7,7,8,9,9,10,9,No,8
9,9,9,8,8,9,8,No,7
8,8,9,9,8,9,8,No,8
8,8,8,9,9,9,9,Yes,8
8,8,9,5,8,10,10,No,10
10,10,8,7,7,9,8,No,9
10,10,10,10,10,10,0,Yes,8
10,10,8,8,8,8,8,No,8
8,8,8,10,10,8,7,No,9
10,10,5,9,10,10,10,Yes,5
9,9,8,8,8,9,8,No,10
10,10,10,7,7,7,10,No,8
9,9,9,9,9,8,8,Yes,9
8,8,8,10,10,10,8,Yes,8
10,10,9,5,8,9,9,No,10
10,10,7,10,8,10,10,Yes,5
10,10,10,8,8,8,8,No,8
10,10,8,8,10,10,6,Yes,8
9,9,9,8,9,8,8,No,10
10,10,9,10,8,10,6,Yes,8
10,10,10,8,8,8,9,No,8
9,9,9,9,9,9,9,No,8
10,10,10,8,5,10,8,No,10
9,9,9,8,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
10,10,9,5,8,10,10,Yes,10
10,10,10,10,8,8,8,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,10,8,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
7,7,8,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
10,10,10,8,8,8,9,No,9
8,8,10,10,10,8,10,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,8,10,5,10,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,5,10,10,9,Yes,9
10,10,8,8,9,9,9,No,10
10,10,10,8,10,5,10,Yes,10
9,9,9,9,9,10,9,No,9
9,9,8,9,10,10,9,No,9
10,10,10,8,7,9,10,No,9
9,9,9,8,9,10,10,Yes,9
9,9,9,8,9,10,10,No,10
10,10,10,7,10,10,8,Yes,9
10,10,10,7,10,10,8,Yes,9
8,8,10,10,10,10,8,Yes,10
9,9,9,10,10,8,10,No,9
8,8,10,10,10,10,10,Yes,8
8,8,8,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,5
10,10,10,5,10,10,10,Yes,10
10,10,10,10,10,10,5,Yes,10
10,10,10,10,5,10,10,Yes,10
10,10,10,10,10,5,10,No,10
10,10,8,10,10,10,7,Yes,10
9,9,9,10,10,10,9,No,9
10,10,10,10,5,10,10,No,10
10,10,10,5,10,10,10,Yes,10
10,10,10,10,10,10,6,Yes,10
10,10,10,7,10,10,10,Yes,9
10,10,10,10,10,10,8,Yes,8
10,10,10,9,10,10,10,Yes,7
10,10,10,8,10,10,10,No,8
8,10,10,10,10,8,10,No,10
8,10,10,10,10,8,10,No,10
10,10,10,8,8,10,10,No,10
9,9,10,10,10,10,10,Yes,9
10,10,10,7,10,10,10,Yes,10
10,10,10,10,10,10,7,No,10
10,10,9,10,10,10,9,No,9
10,10,10,10,10,10,10,Yes,7
10,10,10,10,10,10,10,Yes,7
9,9,10,10,10,9,10,No,10
10,10,10,10,7,10,10,Yes,10
10,10,8,10,10,10,10,Yes,10
10,10,10,10,10,8,10,Yes,10
10,10,10,8,10,10,10,Yes,10
10,10,9,10,10,9,10,No,10
10,10,8,10,10,10,10,No,10
10,10,10,10,10,8,10,Yes,10
10,10,10,8,10,10,10,Yes,10
10,10,10,10,10,10,10,No,8
10,10,10,10,10,10,8,No,10
10,10,10,10,8,10,10,Yes,10
10,10,10,10,10,10,10,No,8
10,10,10,8,10,10,10,Yes,10
10,10,10,10,10,10,10,No,8
10,10,10,10,9,10,10,Yes,10
10,10,10,9,10,10,10,No,10
10,10,10,9,10,10,10,No,10
10,10,9,10,10,10,10,No,10
10,10,10,9,10,10,10,No,10
10,10,10,9,10,10,10,Yes,10
10,10,10,10,10,10,9,No,10
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
8,8,8,10,10,8,10,Yes,10
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
7,7,5,8,8,10,7,Yes,8
10,10,8,7,7,8,8,No,8
6,6,6,2,9,10,10,Yes,5
8,8,8,6,4,7,8,Yes,5
10,10,6,10,10,10,10,Yes,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
8,8,7,9,8,8,8,No,9
10,10,9,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,8,10,10,10,10,No,10
10,10,8,10,7,9,10,No,10
10,10,10,9,10,9,10,No,10
10,10,10,9,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,9,10,9,10,8,No,10
8,8,10,10,10,10,10,No,10
10,10,10,10,10,9,9,No,8
8,8,8,10,6,8,8,No,7
10,10,10,10,10,10,10,No,10
8,8,10,9,7,8,10,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
7,7,7,10,10,10,10,No,10
7,7,10,10,10,10,5,Yes,8
8,8,8,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,9,10,10,No,9
10,10,10,10,10,10,9,No,10
8,8,10,9,7,9,10,Yes,8
9,9,9,9,9,9,6,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
6,6,6,8,8,8,8,No,8
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,8,8,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,8,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
8,10,10,9,9,10,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,8,10,5,No,10
10,10,10,10,8,10,5,No,10
10,10,5,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,9,10,10,No,10
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,10,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,8,10,8,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,9,10,10,10,No,8
10,10,9,10,10,9,10,No,8
8,8,8,10,9,9,9,Yes,7
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
8,8,8,10,10,5,10,Yes,10
9,9,9,9,9,9,9,Yes,9
8,8,10,6,10,9,5,Yes,8
9,9,9,9,9,9,9,No,9
10,10,8,8,8,10,8,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,10,8,8,9,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,8,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,9,10,9,No,9
8,8,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,8,10,8,7,8,No,10
8,8,8,7,8,8,8,No,8
10,10,9,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
8,8,10,10,10,9,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,7,10,10,9,No,8
10,10,8,8,8,8,8,No,9
9,9,9,8,8,10,8,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,8,8,10,9,No,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
8,8,8,8,8,8,8,No,8
10,10,10,10,10,10,10,No,10
10,10,8,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,8,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,8
9,9,10,8,8,9,8,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,8,8,8,9,No,9
9,9,8,10,10,10,10,No,9
10,10,8,8,8,8,8,No,8
10,10,10,9,9,10,9,No,10
10,10,5,10,10,10,10,Yes,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,Yes,10
6,6,6,8,8,10,10,No,10
8,8,8,9,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
10,10,10,10,10,10,10,No,10
9,9,9,8,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,8,10,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,0,0,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,0,10,No,9
10,10,10,10,10,0,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,10
9,9,9,9,9,9,9,No,10
9,9,9,9,9,9,0,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,0,9,9,9,No,9
0,0,0,0,8,8,8,Yes,8
10,10,10,10,10,10,10,Yes,10
10,10,8,8,5,10,10,Yes,8
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,Yes,10
8,8,8,8,8,8,8,No,8
8,8,9,9,8,8,8,No,9
10,10,10,10,10,8,10,No,10
10,10,10,10,10,10,10,Yes,10
8,8,9,9,10,9,10,Yes,10
7,7,7,8,7,7,7,No,7
10,10,8,10,9,10,10,Yes,10
9,9,9,7,7,8,8,Yes,9
10,10,10,9,10,5,6,Yes,10
10,10,10,10,10,10,10,Yes,8
10,10,10,10,10,10,10,Yes,8
8,8,8,9,8,7,9,Yes,8
10,10,10,10,10,10,10,Yes,10
10,10,5,10,10,10,10,No,10
8,8,8,8,8,8,8,Yes,8
8,7,7,8,8,8,8,Yes,8
9,10,4,4,4,4,4,Yes,4
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,Yes,10
7,7,7,7,7,7,7,Yes,7
9,9,10,9,9,9,9,No,8
10,10,6,6,6,8,8,Yes,8
8,8,8,9,9,9,9,Yes,9
8,8,8,8,8,8,5,Yes,7
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,Yes,10
10,10,10,0,8,5,5,Yes,5
8,8,7,6,6,6,7,Yes,8
9,9,9,9,9,9,9,Yes,9
6,6,4,8,8,8,8,Yes,7
10,10,10,10,0,10,9,Yes,8
10,10,10,10,3,10,5,Yes,5
8,8,0,6,10,0,9,Yes,8
7,7,10,9,9,9,10,Yes,9
6,6,9,10,10,10,9,Yes,0
10,10,10,10,10,10,10,Yes,10
8,8,8,4,7,8,8,Yes,8
10,10,10,10,10,10,10,Yes,10
8,8,4,8,4,8,8,Yes,8
8,8,8,9,8,8,8,No,8
8,8,8,8,6,8,8,No,8
8,8,8,5,8,10,10,Yes,8
10,10,8,6,10,6,8,Yes,10
10,10,10,5,10,5,10,Yes,8
10,10,10,10,10,10,10,Yes,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,Yes,10
7,7,7,7,7,6,8,Yes,7
10,10,10,10,0,10,10,Yes,0
8,8,8,7,7,8,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,9,9,10,No,10
9,9,9,8,8,9,8,No,9
7,7,8,10,10,8,10,Yes,8
10,10,10,10,10,10,10,No,10
10,10,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,8
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
