SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explain The Work ,Cleaned Properly,Concern,Overall Evaluation
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,9,10,10,10,No,10
7,7,7,7,6,7,7,No,7
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
7,7,8,9,10,9,8,Yes,7
9,9,9,9,9,9,9,No,9
9,9,9,9,9,0,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
7,7,7,7,7,7,7,Yes,7
5,5,5,0,0,5,8,Yes,5
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,8,8,10,8,No,8
10,10,10,10,10,10,10,No,10
9,9,9,8,8,9,9,No,9
8,8,8,8,8,8,2,Yes,8
9,9,9,9,9,9,9,No,9
5,5,5,5,5,5,3,Yes,5
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
8,8,6,0,6,1,0,Yes,0
10,10,10,10,10,10,10,No,10
8,8,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
9,9,9,7,8,9,8,Yes,8
8,8,7,10,10,10,10,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,7,10,10,10,Yes,10
9,9,9,9,9,9,9,No,9
10,10,8,9,9,9,10,Yes,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,5
10,10,10,5,9,10,7,Yes,10
10,10,10,8,10,10,10,No,10
9,9,10,9,9,9,9,No,9
8,8,10,9,10,10,10,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,9,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,8,8,10,10,0,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
8,8,8,3,8,8,8,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,9,5,10,10,Yes,10
10,10,10,10,10,8,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,9,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,9,9,10,9,No,9
8,8,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,8,8,8,8,No,9
10,10,8,8,9,10,9,No,10
10,10,10,10,10,10,8,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,5,10,5,10,No,10
10,10,9,5,10,0,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,5,10,10,8,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,5,5,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,9,10,No,9
8,8,8,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,10,8,8,8,8,Yes,7
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,8
10,10,10,10,10,8,10,No,9
10,10,10,10,10,10,10,No,10
10,10,8,8,8,8,8,No,10
10,10,10,10,10,10,10,No,10
8,8,9,7,7,9,8,Yes,8
9,9,9,9,9,9,9,No,9
10,10,9,6,10,10,10,No,10
8,8,8,8,8,8,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,8,8,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,8,5,0,5,5,Yes,4
10,10,10,5,10,8,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,8,9,9,8,9,No,9
10,10,8,10,10,10,10,No,10
10,10,10,6,6,8,9,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,8,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,No,9
10,10,10,10,10,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,9,9,10,10,8,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,8,10,9,8,8,No,8
10,10,10,9,10,10,10,No,10
10,10,10,9,8,10,10,No,8
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,0,10,10,Yes,10
10,10,10,10,10,10,10,No,10
10,10,0,10,7,10,10,Yes,7
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,8,10,10,10,Yes,9
10,10,10,10,10,10,10,Yes,10
10,10,8,10,7,8,10,Yes,8
10,10,9,8,10,0,10,Yes,9
10,10,10,10,10,10,10,No,10
8,8,8,8,8,8,8,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,0,0,0,0,Yes,5
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,Yes,10
10,10,10,5,5,5,5,Yes,0
10,10,10,10,5,10,10,Yes,10
8,8,8,8,8,8,8,Yes,8
8,8,8,8,8,8,8,Yes,8
8,8,8,8,8,8,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,5,8,Yes,8
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,6,2,2,4,0,Yes,0
8,8,8,10,9,10,10,No,8
10,10,10,10,10,10,10,No,10
8,8,8,10,9,8,8,Yes,8
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,9,10,10,10,10,No,10
10,10,10,10,10,10,10,No,8
7,7,7,10,5,10,9,Yes,7
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,6,10,10,10,10,No,10
0,0,0,0,0,0,0,Yes,0
0,0,0,0,0,0,0,Yes,0
0,0,0,0,0,0,0,Yes,0
5,5,3,0,0,0,5,Yes,10
5,5,5,5,5,5,5,Yes,5
7,7,7,8,8,7,0,Yes,0
4,4,8,5,5,6,8,Yes,6
10,10,10,0,0,10,8,Yes,0
6,6,6,6,9,6,8,Yes,6
8,8,5,6,6,7,6,No,8
5,6,9,6,8,9,6,Yes,6
9,9,8,8,8,3,5,Yes,5
8,8,8,6,6,8,6,No,8
7,7,8,6,7,8,7,Yes,8
7,7,8,8,7,8,7,No,7
8,8,8,5,8,7,8,Yes,8
8,8,7,10,10,5,4,Yes,8
6,6,8,8,8,8,8,No,8
8,8,8,5,8,8,8,No,7
9,9,8,6,8,8,6,Yes,7
8,8,9,7,7,9,7,No,7
10,10,10,5,5,8,8,Yes,7
9,9,9,5,7,9,8,No,7
8,8,8,7,8,8,8,Yes,8
8,8,8,8,7,8,8,No,8
6,6,6,9,9,9,9,No,9
7,7,8,8,7,8,9,Yes,9
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,Yes,8
8,8,7,7,8,8,10,Yes,8
8,8,8,8,8,8,8,Yes,8
9,9,9,7,6,8,8,No,8
9,9,9,9,8,7,5,No,9
8,8,8,8,8,8,8,No,9
8,8,8,8,8,8,8,No,9
10,10,8,5,8,8,8,No,8
7,7,8,9,10,7,10,No,8
8,8,8,8,9,8,8,Yes,9
8,8,8,8,8,8,8,No,10
9,9,9,9,9,9,5,Yes,7
7,7,9,9,9,8,9,Yes,8
8,8,9,8,8,8,8,No,9
7,7,10,10,10,5,10,No,8
8,8,8,9,8,8,9,No,9
9,9,10,7,7,10,7,No,8
8,8,7,9,9,9,9,No,8
10,10,10,5,9,10,9,Yes,5
8,8,8,9,9,8,9,No,9
10,10,10,5,6,10,7,No,10
8,8,8,9,9,9,9,No,8
8,8,10,8,8,9,8,No,9
10,10,8,8,8,8,8,No,8
10,10,8,8,6,8,10,No,8
7,7,7,10,10,9,10,No,8
8,8,7,9,9,8,10,No,9
9,9,9,7,8,9,10,No,8
8,8,8,9,9,9,9,No,9
9,9,10,8,8,8,8,No,9
8,8,7,10,8,10,10,No,8
10,10,7,9,8,9,8,No,9
10,10,10,8,8,8,8,No,8
9,9,8,9,9,8,9,No,9
8,8,8,9,9,9,9,No,10
10,10,10,8,8,8,8,No,8
9,9,9,9,8,9,9,No,9
10,10,10,5,10,10,8,No,8
9,9,9,9,9,9,9,Yes,8
8,8,8,10,9,10,9,Yes,9
10,10,10,7,5,10,10,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,7,7,10,8,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,8,4,Yes,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,9,7,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,8,8,10,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,10
9,9,9,9,9,9,9,No,10
10,10,7,10,10,10,8,Yes,8
9,9,9,8,10,9,10,No,10
10,10,10,8,9,10,9,No,8
9,9,9,10,10,8,10,No,9
10,10,8,9,9,9,9,No,10
7,7,10,10,10,10,10,No,10
10,10,9,9,9,9,9,No,9
8,8,10,10,10,10,9,No,10
10,10,10,7,8,10,10,No,10
10,10,10,10,8,10,8,No,9
9,9,9,10,10,10,9,No,10
10,10,10,10,9,10,9,No,8
10,10,10,9,9,10,9,No,9
10,10,10,8,8,10,10,No,10
10,10,10,10,9,10,9,No,9
10,10,9,10,10,10,10,No,8
10,10,9,10,10,9,10,Yes,9
9,9,9,10,10,10,10,No,10
10,10,10,10,10,10,7,Yes,10
10,10,10,10,10,10,10,Yes,8
10,10,10,10,10,10,8,No,10
10,10,10,10,10,10,10,No,8
10,10,10,10,10,8,10,No,10
10,10,8,10,10,10,10,No,10
10,10,9,10,10,10,10,No,9
10,10,10,10,10,10,8,Yes,10
10,10,10,8,10,10,10,No,10
10,10,9,10,10,10,10,No,9
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,No,9
10,10,10,10,9,10,10,No,10
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,9,8,8,8,8,Yes,9
8,8,8,9,9,8,9,No,9
10,10,8,8,8,8,8,No,8
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
